Sr.no.,Review_body,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,sent.val1,category_senti1,Date,Weekday,Month and Year,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18
11, worst customer service ever  t help anything seems don t anything help got mobile offer internet thought good offer reality many hidden changes expensive roaming charges even accidentally forget roaming charge £ mb mobile uses realise  s way make money tricking customers sign deals won t give one star even zero star ,1,5,0,0,3,0,3,4,2,6,0.05,Positive,30-Oct-18,Tuesday,Oct-18,,-0.75,-1.2,-0.5,5.75,-3.9,1.1,-0.55,0.15,-1.45,1.55,-4,1.25,-1.5,2.5,0.5,-3,2.75,
12, decided write another review due terrible customer service received company laughed phone lady called lenty asked way speed process incorrectly billed apparently answered security question wrong place birth definitely correct apparently account untouchable security reasons way helping another business days absolutely ridiculous continue write review time speak awful company incredibly rude unhelpful owe money even speak phone anything company ,4,4,3,3,2,2,1,4,4,6,-0.65,Negative,29-Oct-18,Monday,Oct-18,,-1.75,10.35,-2,7.7,-0.25,-6.6,0.8,0.25,-0.2,0.5,-3,0.4,0.4,-0.75,1.4,-1.15,0.8,
13, works well great value ,0,0,0,0,0,0,0,0,0,0,1.55,Positive,29-Oct-18,Monday,Oct-18,,-2.75,-0.65,0.1,-4.25,3.05,-0.5,-0.15,0.75,-1.05,-3.4,0.4,3,1.55,-0.95,-1.7,-1,-0.8,
14, use years good last months gone mediocre appalling problems listed bullied taking landline package price expensive normal prices keep rising even within agreed contract period try tell due great services know ones already paying forced keep media package mobiles lose beneficial tariff better elsewhere split online mobile account phones one place put two phones one account one phone reregister told reconnected even though add new number button two years suddenly access online accounts told password incorrect even though stored pc changed tried go forgotten password process horrendous work tried cust service several times waste time spoke technical team reregister trying many new passwords reset useless problems go gave internet access mobile accounts caused one year losing mobile account access online currently problems problem direct debit meant friday afternoon text asking call finance team closed weekends like working later come sunday morning one mobile phones cut completely even call physically landline phone even though bullied paying one call within last hours reregistered online new email account per answerphone message given sort direct debit problem however go account problem sort anything online instructed try contacting via live chat means families mobiles reconnected yes guessed disconnected live chat online one contact wonder mobile accounts online horrendously slow media company put enough bandwidth services tells need know really direct debit problem one account disconnected phones left wife daughter right st yesterday cust service try tell experiences wrong even though experiences actually cust service listenoverall appalling bully boy company make difficult customer disgusted writing review instead working trying contact resolve direct debit problemsummaryliarsbulliesappalling servicedifficult customer leave potentially dangerous situation unable contact loved ones problem one account cut horrendously difficult contactavoid like plaguereview companies first bottom list ,4,4,5,8,3,8,4,6,21,10,-5.45,Negative,29-Oct-18,Monday,Oct-18,,-4.65,0.25,2.9,-1.1,1.9,-1.05,-2,-4.05,-1.25,0.4,-0.5,-1.25,-1.65,-1.9,1.25,-3.9,2.65,
15, mobile internet internet great either whilst downloading podcasts wifi home dropped continued download using g within minutes used data called antiquated robot chat service treated like utter cretin moron side paying additional money leave take business elsewhere highly advise treated respect ,1,3,0,0,2,1,2,4,3,4,2.05,Positive,29-Oct-18,Monday,Oct-18,,-0.9,3.3,2.85,-0.15,-0.65,-0.85,-4.1,1.35,-0.6,-2.85,0.9,-0.3,-2.4,-1.5,1.65,1.1,-0.95,
16, went mobile wished hadn t explain set need migration date explained set using abroad arrived spain made phone call working fine next day make anymore calls rang customer service disaster happened asian lady told leave sort next day noticed service stuck use phone used somebody else s phone ring customer service email speak chat line pay call tesco mobile got another foreign person understand asked sim card number well bar asked phone number times said doesn t exist now really frustrated hung thought  t use phone still taking money account cancelled payments way use phone go bars use free wifi angry realised made big mistake going first place back home now went straight tesco mobile refused give pac code transfer number new number inconvenient feel treated unfairly contract wrote still pursuing money owe service getting nowhere seems though taking notice complaints now writing second letter advise anyone go worst customer service ukfufuuafufuua ,5,6,3,1,2,5,3,7,9,7,-3.4,Negative,28-Oct-18,Sunday,Oct-18,,-1.5,5.55,-2,-0.55,0.9,0.7,3.05,1.75,-0.6,-0.1,-0.05,-0.6,0.15,1.6,-1,-0.9,1.45,
17, twenty years mobile two years bill higher ten pounds suddenly jumped pounds last month pounds month laugh phoned customer services told used minutes told contacts changed time spend talking said used pay bill blacklisted really going elsewhere asap ,0,3,0,0,2,0,2,2,0,4,0.8,Positive,28-Oct-18,Sunday,Oct-18,,,2.25,-1.25,0.1,0.8,-1.4,-1.2,1.8,-0.85,-1.3,-0.25,1.35,1.75,0.4,0.8,0,-2.5,
18, fault nokia phoned arrange repair put hold minutes decided try text chat slow reply texts took almost hours sort repair said repair pack sent within working days nothing arrived week later emailed ask going told repair pack soonanyway took weeks arrive sent phone back day now phone repair centre week one email say arrived idea returned opinion poor customer service ,0,1,0,0,0,1,0,0,1,2,-1,Negative,27-Oct-18,Saturday,Oct-18,,,0,-0.45,,-0.25,0.45,0.05,-0.6,-1.7,1.05,1.8,1.15,-1.35,-1.25,-3.95,-2.4,0.9,
19, loyal mobile customer number years finally got fed constant manipulation customer pricing tactics one moving around chose smarty based reviews saw type service wanted looked back refer friend scheme bonus like least one free month use link http referme wnpsnoimportant copy paste browser deleting spaces otherwise workthanks x ,1,3,1,3,4,0,3,6,3,7,2.75,Positive,27-Oct-18,Saturday,Oct-18,,,-0.4,2.45,,0.15,0.75,-0.75,-0.15,2.75,-3.15,4.45,-0.05,0.35,2.2,-0.5,-0.15,1.8,
20, contacted problems current mobile provider regarding poor signal strength immediately told come right place coverage took monthly contract problems started virtually signal unable make receive calls texts use data continual contact said send new sim card two weeks never arrived wait another found data service contacting problem elevated tech dept informed mast covering area g virtually obsolete immediate plan upgrade therefore provide service without phone service two months now agreed cancel contract stated charges since received bill contacting informed pay bill details passed collection agency complete shambles reimbursing ,0,6,0,1,2,3,0,7,7,9,0.8,Positive,26-Oct-18,Friday,Oct-18,,,0.9,-1.4,,2.3,-3.15,0,-0.75,1.15,-4.8,-2.5,8.15,2.4,0.4,1.95,0.35,1.75,
21, complete utter rubbish nobody knows talking different things every time talk different people days reconnect although cut straight away bill paid yet still wait working days put reconnected biggest load rubbish heard ever wish never came company temped pay etf change networks also add signal useful blind bus driver hate company wish never moved o cheap price cheap service ,1,3,2,2,1,1,0,1,5,3,-0.8,Negative,26-Oct-18,Friday,Oct-18,,,,-0.65,,-5.6,-0.7,-4.55,0.25,-1.05,1.15,0.15,-2.65,3.2,-0.4,-2.3,-0.7,1.35,
22, media company useless web site wouldnt accept correct password speaking lady several thousands miles away told need change password take hours active seriously hours hours later still access online account leaving end contract never returning useless waste time money additional spoke anoher lady awfull said need re register told web site wasnt working response well working repeat totally useless waste time ,1,2,1,1,1,0,1,3,3,3,2.65,Positive,24-Oct-18,Wednesday,Oct-18,,,,0.5,,0.35,-3.25,0.75,0.9,-2.7,-0.15,-3.45,-1.9,-0.85,-0.8,0.75,2.5,-1.65,
23, deactivated sim warning night told wait new sim due network migration lose number week later still sim customer services said send another one two weeks service words describe bad network provider ,3,2,2,3,0,2,1,0,4,1,-0.95,Negative,24-Oct-18,Wednesday,Oct-18,,,,0.3,,0.35,4.35,-5.3,3.6,-0.9,-0.15,0.05,-2.15,0.2,0,-2.75,-1.2,-0.7,
24, customer service awful issue first joined wanted transfer old number give flying hoot help whatsoever package offer good value compared networks go bothered customer service find network pretty good signal always half months customer ,2,3,2,2,2,1,1,3,2,7,1.45,Positive,23-Oct-18,Tuesday,Oct-18,,,,-1.5,,-1.5,-3.95,-1.8,-0.2,-0.6,1.45,0.5,-1.8,4.1,2.7,3.2,-3.35,-0.35,
25, worst customer service ever took days countless phone calls obtain pac code hung yr old customer threatened adverse affect credit rating total refusal escalate call manager avoid company cost ,3,1,1,3,0,2,0,2,6,2,-2.5,Negative,20-Oct-18,Saturday,Oct-18,,,,11.25,,0.25,-1.6,-1.85,-2.78E-17,-1.75,-4.5,-2.2,3.75,-2.15,-0.5,1,-3.3,-0.3,
26, trying buy upgrade one phones seemed straightforward entered details submitted got email asking follow link information required link phoned listened rubbish menus chose one random got operator played crap music five minutes another operator came asking guy long silence came back say someone phone today maybe monday trying buy years credit excellent bunch inefficient clowns ,0,1,2,0,2,2,0,3,3,5,0.9,Positive,20-Oct-18,Saturday,Oct-18,,,,,,0.55,7.2,5.3,0.95,5.25,0.6,3.35,0.2,-2.15,-1.35,-0.7,0.45,-3.8,
27, misselling products without briefing customers full benefit pckage selling wether address customers needs network advertising selling suppose g different locations may even network companies support good network big cities go miles away signal constant repair time signal regardless company awful become worst customer service provide ever dealt now call centres either india philippines good customer last years time service got worst network signal become even acccessible ,1,3,1,1,1,1,1,3,1,6,1.8,Positive,20-Oct-18,Saturday,Oct-18,,,,,,-0.7,3.1,-1.3,-2.85,-2.85,-0.75,-1.5,-0.25,5.7,0,-0.75,-0.05,-1.6,
28, ever need contact something transfer different people individual ever take ownership issue mindset appears deeply routed entire organisation resolved unless give write fiftyfifty chance  ll resolved properly afraid customer service point view lowest low ,0,0,0,1,0,1,1,1,2,4,1.75,Positive,20-Oct-18,Saturday,Oct-18,,,,,,-1.2,1.45,-1.11E-16,1.15,0.5,-1.4,-2.15,1.15,-2.95,3.45,-1.3,-2.3,-1,
29, disgusting staff issue myg put phone times row asked speak manager never one got fed repeating security questions explained scenario support rep got angry told password talk still got issue resolved happy take money happy support repeat deal people ,4,3,2,1,3,0,2,3,3,4,1.35,Positive,18-Oct-18,Thursday,Oct-18,,,,,,-0.75,-1.35,0.25,1,-0.55,2.25,5.25,0.75,0.65,-1.45,-2.25,-0.7,-3.2,
30, joined mobile told port existing number today am number dead told connect phone midnight leaving without phone use self employed disaster told numbers transferred midnight without service inevitable customers refused allow register complaint action anything transfer manager advice accept transferring number pm leave well alone try another provider ,2,1,1,1,0,3,2,2,4,4,-1.65,Negative,18-Oct-18,Thursday,Oct-18,,,,,,-1.35,-2.75,0.75,3.55,-0.25,-0.7,-2.7,-0.25,-0.45,3.15,1.7,-4.05,-8.05,
31, attempted cancel mobile sim plan transferred times took total minutes process completely unacceptable ,0,2,0,0,0,2,0,1,2,2,-0.7,Negative,18-Oct-18,Thursday,Oct-18,,,,,,1,0.4,-2.05,-0.25,-0.4,2.15,-1.7,1.3,2.6,-1.85,0.45,0.75,-0.7,
32, another story poor service billing agreed sim deal always charged speak operatives nothing seems done awkward difficult understand billing never seem able access bills online dissapointing feel conned bye mobile ,0,3,0,1,1,0,1,3,0,3,-0.35,Negative,16-Oct-18,Tuesday,Oct-18,,,,,,1.25,-0.95,0.05,-1.35,1.95,0.5,2.55,-1.35,-2.7,1.2,4.25,-0.85,2.35,
33, charged setup fee despite family friends charged website documents sent confirmation sim work first either customer service department useless refund ,1,0,0,0,0,0,0,1,2,1,-0.3,Negative,15-Oct-18,Monday,Oct-18,,,,,,,-5.8,,1.15,1.75,2.3,-1.7,0.1,0.95,1.1,-0.95,-0.4,0.25,
34, absolutely worst customer service lived many countries far worst least helpful arrogant rude also notify form renewing contract refused cancel without showing evidence agreed renew cancelling absolute pain ,1,0,1,1,1,3,0,2,4,4,-3.8,Negative,14-Oct-18,Sunday,Oct-18,,,,,,,-1.8,,3.15,-2.45,1.25,1.1,0.45,1,-4.2,-3.5,-2,-2,
35, terrible customer service foreign call handlers unacceptable english language long drawn calls ridiculous company like ,2,2,2,1,0,2,0,2,5,2,-1.6,Negative,14-Oct-18,Sunday,Oct-18,,,,,,,-0.95,,-0.05,-1.45,-0.25,-1,0.1,-1.5,-1.65,-1.25,-1.2,-0.6,
36, years problems recently spent months trying sort case billing tried every way phone letters complaints department adamantly refused admit wrong impression even understand simple accounting got reply pages computer generated semiliterate verbiage understanding explanation refund apology hard know whether deliberately obtuse people plain thick whatever going back recommend others avoid customer service quite deplorable ,1,0,1,3,0,3,0,3,7,6,-1,Negative,14-Oct-18,Sunday,Oct-18,,,,,,,-0.1,,-1.75,-1.85,-0.05,-2.95,-1.1,2.35,-3.4,1.75,0.6,-3.7,
37, disgusting reporting problem year missed call alerts alot people know technical team worked year told soo much bullst year yes alot patience blaming handset extreme saying new ofcom feature use cheap call centres abroad speak english understand little defeated years cancelled ported numbers end ,1,2,1,3,0,2,1,2,4,3,-3.2,Negative,14-Oct-18,Sunday,Oct-18,,,,,,,,,3.3,0.15,-0.45,-1.35,-1.1,-0.8,-1.95,-0.05,0.9,-2.35,
38, worst company ever dealt extorsion acceptable comon practise theifs none goverment authorities shutting first month two sims £ gb unlimited calls texts first bill £ signal poor sends messages sms mms charge terrible service theft don t pay arrogantly offer pac code say need full year value cancel paid put marks credit rating bullying theft charge sky high prices  service numbers  say  t cap tell please warned loured cheap deals smoke screens lots data calls texts shocked ways stealing hard earned cash make charges go power bully paying marking credit scores richard branson calls family man yet heads organisation targets family s extort money customer service trained hang customers intentionally rude arrogant check plus reviews lying stop stealing ,8,7,5,7,3,4,2,8,10,14,-8.05,Negative,12-Oct-18,Friday,Oct-18,,,,,,,,,-0.05,4.35,-3.55,-0.75,2.05,1.2,-0.05,-0.15,-1.6,0.05,
39, years finaly defeated extremely poor customer service uncontrolled moment internet usage jumped nearly nothing gb charged £ never received email alerts inform gone allowance gb customer service said lying end now going plusnet mobile paying less better service ,1,2,1,1,0,1,1,2,3,3,-0.7,Negative,12-Oct-18,Friday,Oct-18,,,,,,,,,2,0.9,-0.35,6.05,-2.05,2.6,1.75,-0.2,-0.25,1.25,
40, always really helpful phone go sim cards children always helpful swapped plans several times without issue new sims post quickly charges always understand need provide even needed help ,0,0,0,0,1,0,0,2,0,2,2.35,Positive,12-Oct-18,Friday,Oct-18,,,,,,,,,1,1.6,-1.2,0.75,0.5,-1.5,-0.2,2.05,-1.65,2.05,
41, good deal customer service rude hang call time today let ,0,3,0,0,2,0,2,2,0,3,0.25,Positive,11-Oct-18,Thursday,Oct-18,,,,,,,,,5.75,-0.15,0,-0.4,-0.15,1.2,-0.85,4.55,-3.85,1.05,
42, disgusted experience mobile person spoke unbelievably rude mention patronising asked aggressive rude toward told shouldn t customer care put phone shocked nearer simple billing question answered hadn t finished getting security rang back spoke someone else although cleared query wasn t slightest bit interested complaint alfredo mmmm sure give true names either  m honest allowed give last names also several billing problems now always let pass now reached end tether needless say taking custom elsewhere don t expect come phone customer care team tears beware also choose cap put phone bill without knowing ,3,4,2,3,1,2,1,6,5,8,-2,Negative,11-Oct-18,Thursday,Oct-18,,,,,,,,,1.85,3.15,2.4,-0.9,2.4,-4.65,3.1,-2.45,2.65,-0.4,
43, wrong billing hang phone customer service way contact customer service except one phone number etc ,0,0,0,0,0,0,0,0,1,2,-0.6,Negative,11-Oct-18,Thursday,Oct-18,,,,,,,,,0.6,5.65,-3.35,1.9,-1,4.5,3.5,-2.5,-2.25,2.5,
44, like incorrect billing lied rude customer service hung eventually hard earned credit rating ruined refuse pay corrupt charges thoroughly recommend company disappoint ,3,1,2,2,1,3,0,3,6,4,-3.7,Negative,09-Oct-18,Tuesday,Oct-18,,,,,,,,,1.3,-1.1,-1.3,1.25,-1.4,-0.1,-2.4,0.15,-3.8,-0.15,
45, absolutely pathetic round every aspect service customer service woeful support charged £ going mb gb package phoned several people several times kept hanging none help logged complaint told investigation take days resolution never heard back phoned close account pay remainder contract problem want pac now one person tried help way time recommend company anyone stay away ,2,3,2,2,1,4,0,3,5,3,-2.35,Negative,09-Oct-18,Tuesday,Oct-18,,,,,,,,,1.3,-1.45,3.1,-0.05,-3.2,0.75,-0.55,0.2,-3.25,-1,
46, like customer service really bad talk rude newer ewer renew contract anymore ,1,0,1,1,0,1,0,1,1,3,0.05,Positive,08-Oct-18,Monday,Oct-18,,,,,,,,,-1.9,-3.35,2.9,-0.1,-0.2,-1.85,0.8,-5.25,-4.55,1.05,
47, using mobile uk since cheap flexible plans vmno features like mainstream providers like calling wifi call diverting etc trouble love low monthly cost ,0,1,0,0,1,0,0,1,1,2,1.25,Positive,07-Oct-18,Sunday,Oct-18,,,,,,,,,,3.6,-1,3.75,-1.65,2.35,1.11E-16,-0.4,-4.65,-3.75,
48, issues phone delivered time good value plan issues date network everything clear simple went effortlessly ,0,4,0,0,1,0,1,1,0,1,2.05,Positive,07-Oct-18,Sunday,Oct-18,,,,,,,,,,0.1,-1.05,-1.75,0,-2.6,0.35,2.65,3.2,-7.4,
49, phone mobile people thay pass one person another phone put english people work thay need sort propper customer services team propper english people well aint going go ba l now ,0,1,0,0,0,0,0,1,0,1,1.05,Positive,07-Oct-18,Sunday,Oct-18,,,,,,,,,,-1.5,-1,,-0.65,0.45,-2.65,-1.5,0.9,1.95,
50, reviews confirm mobile crooks terrible customer service trust told whilst sleeping last night am used gb monthly data allowance minutes now pay extra horrible lady spoke listen kept talking repeatedly now changing id mobile better offer cheaper ,2,2,2,2,1,1,0,3,3,5,-0.4,Negative,07-Oct-18,Sunday,Oct-18,,,,,,,,,,3.25,0.65,,0.7,1.8,-1.1,0.5,-1.35,3,
51, cheater charged £ using extra minuets don t caping system caping credit limits rang customer services split money next months lady phone ask reason rang question asked   like pay bill today  didn t hear properly took money straight away always finding ways rob customers go contract ,2,2,1,1,2,1,1,5,2,8,2.5,Positive,06-Oct-18,Saturday,Oct-18,,,,,,,,,,1.45,,,-1.05,-1.25,5.1,2.2,5.2,5.1,
52, previously customer three years wanted additional phone phone deal caught eye went ahead signed contract immediately order parked called customer services hours assured contacted credit checks taken place many hours later logged back check status order noticed cancelled checked emails single email explain order cancelled honestly great reading seems may dodged bullet anyway absolute headache start finish definitely company recommendingupdate since taken contract sky mobile samsung galaxy s zero issues pay monthly contract called told issues said zero issues credit rating accepted lowest risk cancelled another family members orders zero reasons dismissive called avoid ,1,6,0,3,2,2,1,6,6,13,-0.15,Negative,06-Oct-18,Saturday,Oct-18,,,,,,,,,,,,,4.35,-1.85,-2.2,3.75,1.11E-16,,
53, yet call idiot end keep using oversea call centers understand english wonder tom mockridge actually dose moneygot mobile phones think shop around ,0,1,1,0,0,0,0,0,1,0,-1,Negative,05-Oct-18,Friday,Oct-18,,,,,,,,,,,,,,2.05,-2.1,-1.6,-1.75,,
54, told add another sim card account offer contract expired refused asked speak manager also refused passed csd passed back sales put phone min phone call put phone name well read richard way loyal customer kept claiming media part account going sky ,0,0,0,1,1,1,1,3,2,5,1.05,Positive,05-Oct-18,Friday,Oct-18,,,,,,,,,,,,,,-1.7,0.35,-1.15,1.6,,
55, words describe disgusting company charging sim contracts even performing multiple credit checks refusing remove credit file refusing allow speak manager promising one call suprise suprise call back absolutely shocking service requested cancel within days advised issues department someone call back cancel never received call back today rang complain receive call back like cancel now told days cancellation period ran yesterday absolutely disgusting con merchants shall taking obudsman service refuse dealings vile company paying penny leaving either utter scum ,4,0,2,2,0,3,0,3,7,3,-3.75,Negative,05-Oct-18,Friday,Oct-18,,,,,,,,,,,,,,5.25,-1.55,-0.6,-1.05,,
56, unbelievable made mistake signing sim deal back middle july luckily saw light attempted cancel day unfortunately reason possible two calls later next week finally cancelled hooray first months bill arrives back phone apologies now cancelled closed etc weeks later direct debit deducts months bill owe yet phone calls next months resolve now add negative entries credit file debt owe expect run around contacting various departments try removed mention obnoxious condescending managers refuse deal complaint help simply terminate calls utterly disgusting company ,3,4,3,1,2,6,3,5,11,5,-7.4,Negative,05-Oct-18,Friday,Oct-18,,,,,,,,,,,,,,0.65,1.05,1.1,-8.5,,
57, story gb£m great deal phone worked well moved flat signal didn t need work signal worked fine outside flat asked cancel partner got signal different company wanted use phone without leave flat walk road problem uk based customer service media shops uk help asked reset phone times month sent new sim told signal area fine told clearly using phone lying customer services hung told need pay contract even though use rd time literally use call retell story honestly avoid ,1,3,1,2,2,3,2,3,5,5,1.95,Positive,05-Oct-18,Friday,Oct-18,,,,,,,,,,,,,,3.55,-4.4,6.6,-0.05,,
