Sr.no.,Review_body,anger,anticipation,disgust,fear,joy,sadness,surprise,trust,negative,positive,sent.val1,category_senti1,Date,Weekday,Month and Year,May-17,Jun-17,Jul-17,Aug-17,Sep-17,Oct-17,Nov-17,Dec-17,Jan-18,Feb-18,Mar-18,Apr-18,May-18,Jun-18,Jul-18,Aug-18,Sep-18,Oct-18,Nov-18
11, terrified mobile network used week already sick thanks back three ,0,2,1,0,0,1,0,0,1,0,-1.15,Negative,31-Oct-18,Wednesday,Oct-18,-1.95,0.45,1.55,-1.25,-2.4,-0.5,-1.75,0.95,1.6,-1.5,3.35,1,1.25,6.55,0.7,1.8,3.45,0.15,
12, absolutely shambolic start finish trying escape trap year still still contract time imbeciles lie best omit tell simple facts need know now locked account say lied security details sign years life away fools regret ,1,3,1,1,0,2,0,2,4,2,-2.35,Negative,31-Oct-18,Wednesday,Oct-18,-0.5,6.7,0.2,2,-2.35,5.35,-1.45,0.8,-1.75,-0.15,5.95,2.55,1,2.75,-0.75,-1.95,6.95,-1.3,
13, called the number today find much owed pay bill told bill £ spoke customer service assistant called paul hutchins asked bill high usual amount around £ although bill overdue amount told call number tried explain paul became extremely rude patronising condescending said trying blackmail asked investigate problem later spoke another person called john maybe manager told issue closed finished intend take matter insist investigation done longer trust company go elsewhere contract ends years time beware scammers ,1,5,1,3,1,2,1,5,7,5,-2.7,Negative,30-Oct-18,Tuesday,Oct-18,3.5,3.8,1.6,0.55,-0.45,2.55,-1.1,-0.65,0.35,-0.2,-1.1,0.65,0.75,-0.45,1.4,2.75,9.9,0.55,
14, bad experience lot got note exchanging s said exchange month free monthly rate £ instead charged £ first month customer service wont back explain clear manner continuing use contract ,1,1,1,1,0,1,0,2,1,3,0.9,Positive,29-Oct-18,Monday,Oct-18,-2.5,-0.25,-0.5,-0.1,-3.4,1.95,-0.2,1,-2.85,7.25,1.2,0.5,-2.5,5.4,2.5,0,5.5,-1.2,
15, joined orange taken gb data claim time limited using make aware time limitations even contact shall tesco take back shopping eaten disgusting company bbc watchdogto add spoken manager jeff morton abrupt cut call recorded proof offcom bad reviews something wrong ,3,2,2,2,1,2,2,2,4,3,-2.6,Negative,29-Oct-18,Monday,Oct-18,2.35,-1.25,1.25,17.15,-3.85,-0.75,0.6,0.05,0.3,-1.45,3.45,0.3,5.7,-0.4,0.8,0.55,-1.9,1,
16, less terrible new iphone went wrong took back shop assistant said exchange apple wanted contract said shop  t  d call customer services minutes thru ascertained phone faulty  d take back shop eventually shop took phone back lies dishonesty awful ,2,0,3,2,0,2,0,1,5,2,-3.2,Negative,29-Oct-18,Monday,Oct-18,7,-1.25,12.4,-1.25,-2.25,0.9,1,0.4,-0.95,-3.15,-1.6,-0.75,-2.3,4.65,-1.3,3,1.65,-1.25,
17, scammers charged times top still don t credit account ,0,1,0,0,0,0,0,4,0,3,0.4,Positive,29-Oct-18,Monday,Oct-18,-1.05,-0.35,1.45,3.5,4.1,-2.5,-1,-3.65,2.65,-1.9,1.2,2.7,-1.5,1.05,-1.65,2,1.3,-0.15,
18, website states following   want cancel plan end month commitment period  ll need give us days  notice days end month period penalty nothing  ll move day rolling plan pay  re paying now  per makes absolutely mention discounts removed contract comes end obvious thing assume since states   pay  re paying now  discount still apply contract ends also assumption made employee manning twitter account confirmed think  s acceptable bill go £ per month whopping £ month contract ended  ve last years state obvious  s decade yet month contract ended immediately issued ridiculous bill bears testimony little seems value loyal customers ,2,3,1,2,2,2,1,6,4,6,0.15,Positive,28-Oct-18,Sunday,Oct-18,0.9,2.85,3.45,1,-0.1,0.3,-2.45,-0.15,0.65,4.45,1.35,1.35,2.45,0.65,-0.9,3.35,0.1,-0.75,
19, contract several years shut loads base stations rendered signal unusable using network comparable married demanding woman tell g spots ever tried finding one ,0,1,0,0,0,0,0,1,1,0,-1.3,Negative,28-Oct-18,Sunday,Oct-18,1.45,-0.75,2.2,-4.3,0.85,0.2,0.8,1.25,-2.25,-1.75,-1.25,1.3,-1.25,-4.65,-2.15,2.05,-1.15,-0.5,
20, extremely rude incompetent staff branch near selfridges female staff named getting sim card internet connection branch working kept waiting half hour without explanation apologies keep yelling secondchitchatting coworkers solving problemunbelievably rude start end coundnt done end still apologies said leave dinner meeting said fineunbelievable customer service ,1,1,0,0,0,2,1,0,2,4,0.55,Positive,28-Oct-18,Sunday,Oct-18,-0.8,2.25,0.45,0.25,0.15,-0.1,3,-2.35,2.4,1.15,1.7,0,-3.25,-1.6,-0.35,-2,-0.3,-0.8,
21, three weeks ago went westfield shop shepherd s bush waited hour purchase apple watch advised delivered home let s mention rude staff shop dismay weeks passed  ve spoken people one bothered explain receive watch one cares  m baffled horrible customer service inconsiderate behaviour everyone  ve called shop million times one bothers pick phone every time call customer service advise go shop paid upfront told relax watch sent weeks one knows anything today spoke one staff told go shop said  s far told call guess answer finally told shop received stock today shortly receive dpd message delivery guess nothing horror movie one want know receive watch ,4,6,4,4,1,3,4,5,5,8,-1.2,Negative,28-Oct-18,Sunday,Oct-18,-0.5,-1.65,-0.75,0.3,-3.15,-1.1,4.3,-1.2,0.9,-2.6,1.15,-4.15,5.3,-2.35,-0.95,2.7,-4.25,-1.9,
22, ordered mate pro told day relese wont reciving untill weeks relese told ordering knew information befor ordered ordered ,0,1,0,0,0,0,0,1,0,2,1,Positive,27-Oct-18,Saturday,Oct-18,-1.35,-2.8,3.6,1.45,-1.75,-1.55,4.25,2.55,-1.05,5.35,1.5,1.95,-0.45,0.05,2.45,4,0,2.75,
23, pretty disappointed network coverage home town area llanrwst conwy moved chaos lack time took recommend bt told done together stupidly give proper road test within cancelation period stuck year nowservice non existent indoors pretty weak doors two g sims going hard value locally kicking reply helpful contract bt quite clear read review recommend bt fix infrastracture contract related still kicking ,3,3,1,1,2,2,0,4,3,4,-1.25,Negative,26-Oct-18,Friday,Oct-18,-1,3.85,-0.55,3.25,-2.3,0.2,6.3,-0.5,3.8,3.1,-2.4,0,-0.35,0.25,-0.25,-3.1,2.2,-1.9,
24, recent visit shop oxford street waste time disappointed customer service happy move number start new contact however today going pass idea search different network person pleasure served unprofessional arrogant help disappeared bank card minutes without saying anything end said call bank cause system fucki stupid yes exact words set address right system accept thank disappointing ,3,4,3,0,1,2,0,3,6,4,-0.15,Negative,26-Oct-18,Friday,Oct-18,0.2,1.85,2.78E-17,1.15,-0.5,-1.75,1.3,0.65,-0.95,0.75,1.2,1.45,2.35,1.3,1.75,0.6,-2.9,-0.5,
25, bad network coverage request chose services especially mobilesim plan ,1,2,1,1,0,1,0,0,1,0,-0.75,Negative,26-Oct-18,Friday,Oct-18,-1.5,5.95,-0.5,-0.2,1.65,0,0,0.3,-0.25,-1.1,3.9,6.9,-2,0.1,1.3,2.55,2.15,1,
26, worst internet speed choose one gb internet package ,0,0,0,0,0,0,0,0,0,0,-0.5,Negative,25-Oct-18,Thursday,Oct-18,-1.75,-0.8,4.25,-1.95,0.25,0.45,-7.25,0.4,1.3,-0.45,-3.05,1.9,-2.65,0.1,2.95,-3.5,2.55,-1,
27, hello o shocked today got second nber mistake cause talking thought suggested change current number lower price got well free wifi adapter later saw one phone number okey weeks call cancel number said ok today got bill pounds nothing send bill month paid everything now pounds suspended number straight away even call now way yesterday account bill showing already paid today suprised single mom much im gonna pay nothing fair upset ,1,2,0,1,1,4,0,2,4,2,-0.8,Negative,25-Oct-18,Thursday,Oct-18,0.7,-1.85,4.85,0.05,-1.5,-1.75,-1.15,3.25,1.6,1.25,0.7,0.05,0.55,1.3,-1.75,1.4,4.05,-4.25,
28, big complain company cancelled one year ago account stopped bills coming one year starts came bills thing without use cancelled one year called less two weeks lady cancelled told need pay nothing last time received letter pay amount £ husband s name doesn t go place bad name pay nothing don t resolve problem see rights law ,2,4,1,2,1,3,0,4,3,3,-1.9,Negative,24-Oct-18,Wednesday,Oct-18,-0.6,-0.2,1.7,2.15,-0.75,-0.75,-2.2,-1.6,1.35,-4.45,1.3,0.45,4.15,1.3,1,-0.35,-2,1.75,
29, doubt  s many good reviews mobile phone companies thought  d add thoughts since switching o  ve never issue anything wasn t resolved quickly customer services fairly swift answer phone although mistakes sometimes made always got positive result well professionalism courtesy staff o hand absolutely awful deal o better signal home far black spots local area o case wondering company issued phone o something cope suffer o s incompetence review negative review o rather positive one  s cold hard truth aren t perfect light years ahead competitors customer service standard ,1,6,1,3,3,5,2,6,8,9,2.75,Positive,24-Oct-18,Wednesday,Oct-18,-0.55,-1.85,-2.25,-1.25,1.25,-1.6,0.45,1.75,3.25,-0.85,-0.25,1.35,0.4,-4.05,3.25,3.25,-0.8,1,
30, horrible company customer servicefirst time called buy phone agent phone swore ignored understand might accident unprofessional second time called requested direct debit date changed last day month lady phone said updated hours app called third time app updated confirmed changed update th bill generated trusted left however see nothing updated even direct debit app showing different date took payment today made account go overdraft called told cancel want refunded now done nothing said changed next month confirmation direct debit date change mobile app ,1,2,1,3,0,2,1,3,4,2,-1.9,Negative,23-Oct-18,Tuesday,Oct-18,-0.9,-1.6,2.85,2.05,2.9,0,-0.45,-1.85,1.8,1.6,-0.15,-4.25,-0.25,6.35,0.65,4.1,0.55,4.85,
31, service dropped area days ago one line response donotreply email recognising issue latest update need send engineer update days abysmal customer service ,0,0,0,0,0,1,0,0,1,1,-0.5,Negative,23-Oct-18,Tuesday,Oct-18,1.8,0.6,1.35,1.8,1.3,-1.6,-1.25,4.55,-0.1,-0.25,2.3,-0.5,-0.75,0.3,-1.9,0.3,5.3,0.3,
32, rang last night leaving needed pac code leaving voxi advisor horrendous   checks  ll put hold quickly  first fine happened two three times hold ages found debt pounds account  t even though  s coming straight bank th always catch company  t anything right ,0,1,0,0,1,1,1,3,1,1,1,Positive,23-Oct-18,Tuesday,Oct-18,-0.4,-2.6,-0.95,2.6,2.65,0.35,-0.9,-1.2,-0.7,-0.85,1.15,0.2,-0.5,6.8,-1.75,2.3,2.5,1.4,
33, tbh customer years hardly ever need call though signal problem odd occasion ,0,0,0,1,0,1,0,0,1,1,-1,Negative,22-Oct-18,Monday,Oct-18,-1,-2,-0.35,-3.75,0.5,-4.45,1.05,-1.05,0.25,1.8,-1.8,2.65,0.3,9.35,6.85,-0.65,1.9,0.5,
34, much service fact like fool applied job cardiff queen st store everything fine first initial application online ok followed comprehensive  situations  test telephone interview passed delighted contacted regarding interview arranged agreed sent email confirming sent three emails reminding date amongst advice  dressing appropriately   psyched set morning arrive iin good time am interview mobile rang female member staff advising interview postponed hour things happen arrived store wait queue mins approach woman counter tell  d arrived interview told sit couch wait waited waited waited sat  sorry keep   idea  s happening one talk left like stuffed dummy mins enough walked phone call days later rigional manager giving bigger set load crap  ve ever heardapparently store manager day store manager interviewing staff thr asst manger holiday senior sales sick another staff wrong day another late bloody cheek expect repeat exercise another interview declined itthat cost days holiday £ train fare hours utterly wasted time day several hours filled application form interviewed via telephone livid rage reckon £ pocket apart pathetic limp apology nothing even train fare refunded utter scum organisation hope sink without trace ,4,11,8,1,4,5,4,6,14,13,-4.25,Negative,22-Oct-18,Monday,Oct-18,2.85,4.05,-1.4,-7.6,-0.65,-0.55,-1.5,-1.4,0.95,1.75,0,4.65,-1.9,0.9,1.4,0.2,1,-0.65,
35, considering highly regard service pretty poor rarely connection g coverage good state made cancelling contract absolute hassle try hide option website stay upon cancelling told customer services refunded remaining term contract used new pac code however rang new pac code said charging days horrendous company think many providers much better job ,0,2,0,1,2,0,1,2,0,6,1.75,Positive,22-Oct-18,Monday,Oct-18,0.5,-2.35,3.9,5.2,-1.3,-2,1.2,3.35,-0.85,-2.95,5.85,-1.2,1.05,-0.75,-0.6,4.5,1.4,-1.15,
36, contract years called cancel end contract now received bill month called mysteriously increased months pay bill even though agree phone hasn t used made note request cancel won t cancel bill paid awful customer service stay away go mobile phone company care customers never use ,1,2,1,1,1,2,0,1,2,4,1,Positive,22-Oct-18,Monday,Oct-18,3.65,-0.2,1.2,0.5,-3.95,0.55,1.25,3.05,-2.75,-3.15,0.8,0.4,4,1.15,-1.25,-0.5,-0.35,-1.35,
37, excellent customer service particularly vicky davies helped throughout set process well twitter team speeds mbps average way higher estimated time purchase delighted result also additional gb data phone contract useful highly recommend ,0,3,0,0,2,0,1,3,0,4,4.85,Positive,22-Oct-18,Monday,Oct-18,3.5,1.55,1.55,-0.5,0.55,-0.45,0.05,0.45,-1,-0.25,0.15,0.3,1.15,1.3,1.3,-0.3,1.65,2.7,
38, cancellation fee stupid  m going pay pretty much crontract anything contracts isn t useful anyone uses mobile data time thing going good reception even company shut done already ,1,5,0,0,3,0,1,3,2,3,0.3,Positive,21-Oct-18,Sunday,Oct-18,-1.05,-1.75,-1.75,3.05,0.65,-1.5,-1.25,2.85,6.7,-4.95,0.8,0.05,-1.45,-0.4,1.25,-0.2,0.6,2.7,
39, faster internet internet even exist better customer service bunch sloths ,0,0,0,0,0,0,0,0,0,1,1.4,Positive,19-Oct-18,Friday,Oct-18,1.8,0.05,-0.1,-0.45,-0.1,-2.8,-0.35,-0.15,-1.4,-0.15,-2.5,-0.6,-1.15,2.45,-2.75,0.55,2.85,0.3,
40, good company always overcharge bad customer service recommend ,1,1,1,1,1,1,1,2,1,3,0.5,Positive,19-Oct-18,Friday,Oct-18,0.3,-0.75,-0.75,9.1,0,1.6,-1.35,-1,0.75,1,-0.75,-0.5,3.45,4.9,5.15,1.8,-1.8,1.05,
41, read review bad co hunter slagging marc allera ceo say found exact oppositehowever go along reviews read relation initial complaints case bring reply prompted write ceo problem dealt mr kislingburymr kislingbury real gent appears old fashioned virtues rarity nowadays problems getting fibre broadband speed mr kislingbury constant touch throughout inspection repair engineers right finish even crediting account since moved plusnet recently think goes without saying going reply ceo complaining product executive customer care team take happened case problems opinion aforementioned assume communication bad co hunter contained garbled content similar review g wallace ,2,1,2,5,2,4,1,7,5,5,-0.65,Negative,19-Oct-18,Friday,Oct-18,-0.7,1.35,0.1,-0.3,-0.55,-1.1,0.5,1.75,1.1,-0.75,4.4,-3.15,-0.75,6.85,-0.15,-1.5,-2.8,-1.7,
42, absolute worst company earth dawn man till presentexec officeuhm probably facebook tea day wont helpmarc alleraabsolute rubbish warned reviews star muderlastnightwas put hold hr exec offce offers applogy nothing agents blanl yoiu now stuck brick phone sent id bills ,0,4,1,1,2,0,2,2,1,3,-1.15,Negative,19-Oct-18,Friday,Oct-18,0.2,2.25,-5.1,1.15,-0.75,-2.6,2.65,0.7,-1.55,-1.5,0.15,1.65,-0.9,-1.3,-4.7,-1.8,-1.6,-1.4,
43, awful customer services tried customer service line call terminated connect time twice despite going correct options surprisingly sales line answered agent terminate call bothered speaking resolving complaint avoid company good ,2,3,1,2,1,2,2,1,3,2,-1.35,Negative,19-Oct-18,Friday,Oct-18,-2.6,12.8,-1.15,-1.35,1.3,-0.35,0.95,1.7,2.45,-0.5,-4.7,0.75,-0.45,1.85,-5,-2.6,1.1,0.8,
44, really understand bad reviews guys years now regular ripoffs delivered likes cons understand though lot people write bad reviews feel victimised clearly clue simple terms conditions spoke lovely chap today way customer service peeps based uk sales team told stranded holiday data left expecting anything apart extra data good price £ charges wiped boosters already bought ended massive amount data handed free guys impressed great service personal touch selfless convo slightly impossible operator based different continent guy called damien darlington office absolute gem great assett company keep good work ,1,5,1,1,4,3,2,4,4,7,2.7,Positive,18-Oct-18,Thursday,Oct-18,1.1,-0.5,-1.8,0.55,3.1,-0.5,1.8,5.1,-0.4,4.3,-0.5,2.15,-0.2,-1.3,0.65,-0.3,0,1.45,
45, arrived heathrow airport find shop purchased branded sim card pack inserted sim phone talk anyone plans put £ card able start using phone call relatives found web plan suited £ wanted upgrade next day went store told £ new plan pay another £ sim card good good enough take £ good upgrade use recommend anyone ,0,6,0,0,3,0,1,4,0,6,2.7,Positive,18-Oct-18,Thursday,Oct-18,,-3.55,-1.35,2.5,-2.75,-1.15,2.85,3,1.55,-1,-1.5,-1.45,1.1,-0.25,-2.3,2.25,3.05,-1.1,
46, home move lot hassle home move ended setting us another new line tried charge us phone countless times trying sort avail one working idea sort passed pillar post left internet days recommend terrible customer service ,1,0,1,1,0,1,0,1,1,3,0.3,Positive,18-Oct-18,Thursday,Oct-18,,0.35,-0.95,-2.25,0.15,4.4,-1.5,-1,1.9,0.7,1.4,-0.25,-0.5,-3.3,-2,6.1,-0.3,-1.8,
47, came paying month contract poor signal great signal far cheaper deal month package far better far fingars crossed thankyou ,0,1,0,0,1,0,1,1,0,1,1.05,Positive,18-Oct-18,Thursday,Oct-18,,0.3,3.3,-1.95,-0.5,-3.7,2.4,0.15,-0.5,0.25,-4.35,1.9,0.3,-1.75,2.1,-1.85,4.4,1.1,
48,  ve month without broadband following house move company consistently useless fixing fault morning  ve waited hours engineer never showed go work now left without internet connection means communicate son lives overseasplease trust use companyre replyi m member twitter facebookemail ceo sent details complaint didn t bother reply thoughlook records note complaint ignored month ring need start national awareness campaign poor company ,1,1,0,0,0,1,0,2,4,1,-1.7,Negative,18-Oct-18,Thursday,Oct-18,,-0.95,1.95,-0.4,-2,-1.55,5.55,-1.15,-3.6,-0.9,0.05,1.7,5.1,-2.25,0.05,0.5,1.6,1,
49, customer complaints useless miss sold given something didn t ask belived purchasing won t let return don t understand hard refund something someone problem resolve try round every single way bad service ,1,0,1,2,0,2,0,1,3,2,-1.4,Negative,17-Oct-18,Wednesday,Oct-18,,-0.25,0,-3.7,-2.7,0.9,1.05,0,1.8,-0.4,0,9.65,0.75,4.85,-4.5,1.1,2.1,0.95,
50, good signal almost everywhere go customer service awesome always managed solve problems even left three realised three horrible called back let really good deal offered left bit pricey pay ,1,3,1,1,3,0,2,3,1,4,0.8,Positive,17-Oct-18,Wednesday,Oct-18,,0.4,2.15,0.9,-1.75,0.4,0.25,-2.9,1.5,3.7,2.65,4.15,3.15,3.75,-0.6,-0.25,-0.75,5,
51, awesome service problems ordering phone initially due system problems s end however recieved order really fast unfortunately day delivery due location choosing go direct network contract now sure happier purchase along level help received team ,0,2,0,0,0,0,0,3,0,3,1.45,Positive,17-Oct-18,Wednesday,Oct-18,,1.4,2.5,,-1.1,5.25,3.8,-1.35,-0.65,1.55,-0.75,0.8,1.45,-0.05,2.35,-1.15,0.5,8.05,
52, got contract carphone warehouse sim week later charged monthly bill still sim show ring phone lines select options nothing ringing put disconnected phone call back now trying contact facebook still first weeks definitely considering leaving already hard send bloody sim ,1,0,1,2,0,2,0,1,2,1,-1.1,Negative,17-Oct-18,Wednesday,Oct-18,,2,-3.25,,-0.65,0.5,1.9,2.3,-2.35,-0.3,2.05,1.05,-1,0.05,4.1,-1.6,1.2,3.1,
53, ive given literrally s pounds past years offer nothing return tell im financial issues phone contract crippling offer nothing way help pay us bill well disconnect phone send debt collectors discusting company wait contract finish july ,0,2,0,0,1,2,0,1,3,2,-1.8,Negative,16-Oct-18,Tuesday,Oct-18,,-4.1,3.75,,-0.75,-0.55,-0.5,,0.5,0.6,1.3,5.4,-1.7,-0.25,0.95,1.25,-0.85,0.5,
54, customer years even tried retain feel undervalued moved three family members helping old loyal customer long enough prices rediculous blame handset oh  s expensive even high price end paying thousand pounds apple handsets thanks loyalty sarcasm ,2,1,2,1,1,1,1,3,2,3,1.1,Positive,16-Oct-18,Tuesday,Oct-18,,0.05,,,-4.8,3.55,2.5,,-0.6,-0.75,1.65,0.9,2.7,-0.45,1.5,-1.05,-0.95,-0.55,
55, well  ve hold minutes far counting previous call hold minutes someone picked phone hung want money poor service offer let s see much longer  m hold ,1,1,0,0,1,0,1,1,0,2,1,Positive,15-Oct-18,Monday,Oct-18,,1.4,,,1.1,-1.85,3.6,,-1.25,-0.6,1.85,0,-0.7,1.7,1.75,-1.25,-1.45,-0.75,
56, receiving endless texts telling top try login try later happened days want know balance cut international calls changed password used different browsers able check nothing helpful website long take sort whatever problem ,1,4,0,2,3,2,1,4,3,5,0.95,Positive,15-Oct-18,Monday,Oct-18,,1.05,,,-1.25,-1.85,4.1,,0.75,-0.6,-1.1,2.5,-0.2,-0.65,-4.5,-10.1,-6.35,0.15,
57, clear operatives dealt pleasant issue one star rating rage revolting corporate bs people adhere especially leaving found cheaper deal plus net suitable needs asking pac code told pay penalty months payment give months notice subjected usual oh sure better deal late coursealready bought plusnet deal tell deals looked online new customers lovely old ones like well important offer better deal since years bsbsbs well perhaps forfeit months penalty leaving help ah help surprise surprisebs bye bye bs merchantshello plusnetmeet new boss old bosssigh ,5,6,1,4,7,6,4,8,8,11,5,Positive,14-Oct-18,Sunday,Oct-18,,0.8,,,0.15,-1.25,-1.25,,-1.55,3.6,1.1,1.85,-0.25,-0.45,2.3,1.3,-1.6,0.1,
58, offered great deal samsung s plus amazing phone brilliant signal strength clear sound calls minor issues phone brilliantly handled customer service refreshing change aspects compared previous phone provider well offer even half good service  m satisfied customer maintains level service shall giving custom long time well done ,0,6,0,1,4,0,2,6,1,10,8.05,Positive,14-Oct-18,Sunday,Oct-18,,-0.5,,,-1.7,-3.25,-0.25,,-0.25,-0.75,-1.75,-2.65,-0.75,-0.5,1.2,0.5,-1.6,2.35,
